                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     61,                 1.5124,                 1.1945,                 1.3491,                0.65626,                0.57285,                0.61474,                0.28823,                 1.8435,                 1.3897,                 1.5532,              0.0005075,              0.0005075,              0.0005075
                     62,                 1.5052,                 1.1749,                 1.3506,                0.62828,                0.55559,                0.60414,                0.28707,                 1.8449,                 1.4059,                 1.5582,             0.00049513,             0.00049513,             0.00049513
                     63,                 1.4962,                 1.1688,                 1.3409,                0.63618,                0.56975,                0.60452,                0.28403,                 1.8327,                  1.393,                 1.5556,             0.00048275,             0.00048275,             0.00048275
                     64,                  1.482,                 1.1586,                 1.3334,                0.62819,                0.57838,                0.60944,                0.28535,                   1.84,                 1.3876,                   1.57,             0.00047038,             0.00047038,             0.00047038
                     65,                 1.4838,                 1.1508,                 1.3334,                0.62762,                0.56934,                0.60252,                0.28096,                 1.8504,                 1.3854,                 1.5557,               0.000458,               0.000458,               0.000458
                     66,                 1.4783,                 1.1353,                 1.3271,                0.65509,                0.57151,                 0.6141,                0.29103,                 1.8373,                 1.3789,                 1.5463,             0.00044563,             0.00044563,             0.00044563
                     67,                 1.4647,                 1.1291,                 1.3218,                0.64258,                0.58429,                 0.6172,                0.29176,                 1.8472,                 1.3745,                  1.561,             0.00043325,             0.00043325,             0.00043325
                     68,                 1.4567,                  1.117,                 1.3105,                0.63997,                0.57862,                0.61099,                0.28884,                 1.8518,                 1.3963,                 1.5669,             0.00042087,             0.00042087,             0.00042087
                     69,                  1.454,                 1.1176,                 1.3096,                0.65368,                 0.5683,                0.60521,                0.29022,                 1.8418,                 1.3882,                 1.5514,              0.0004085,              0.0004085,              0.0004085
                     70,                 1.4399,                 1.0958,                 1.3045,                0.64525,                0.59389,                0.60742,                0.28665,                 1.8456,                 1.3826,                 1.5639,             0.00039613,             0.00039613,             0.00039613
                     71,                 1.4423,                 1.0873,                 1.3039,                0.64339,                0.57171,                0.61046,                0.29367,                 1.8418,                 1.3725,                  1.555,             0.00038375,             0.00038375,             0.00038375
                     72,                 1.4336,                  1.081,                 1.2954,                0.62835,                 0.5978,                0.61188,                0.29711,                 1.8472,                 1.3693,                 1.5639,             0.00037138,             0.00037138,             0.00037138
                     73,                 1.4243,                 1.0794,                 1.2934,                0.63194,                0.59022,                 0.6161,                0.29417,                 1.8455,                 1.3623,                 1.5535,               0.000359,               0.000359,               0.000359
                     74,                 1.4062,                 1.0637,                 1.2808,                0.63332,                0.59298,                0.62281,                0.30203,                 1.8512,                 1.3465,                 1.5672,             0.00034663,             0.00034663,             0.00034663
                     75,                 1.4084,                 1.0632,                 1.2857,                0.62365,                0.62265,                0.62568,                0.29668,                 1.8413,                 1.3513,                 1.5656,             0.00033425,             0.00033425,             0.00033425
                     76,                 1.4074,                 1.0578,                 1.2794,                0.63328,                0.61427,                0.62535,                0.29138,                 1.8689,                 1.3809,                 1.5709,             0.00032188,             0.00032188,             0.00032188
                     77,                 1.3953,                 1.0465,                 1.2743,                0.64599,                0.59927,                0.62056,                0.29016,                 1.8652,                  1.365,                 1.5703,              0.0003095,              0.0003095,              0.0003095
                     78,                 1.3918,                 1.0429,                 1.2744,                 0.6456,                0.60143,                0.62342,                0.29612,                 1.8473,                 1.3843,                 1.5644,             0.00029713,             0.00029713,             0.00029713
                     79,                 1.3817,                 1.0288,                 1.2647,                0.64733,                0.57872,                0.61453,                0.29618,                 1.8581,                 1.3767,                 1.5655,             0.00028475,             0.00028475,             0.00028475
                     80,                 1.3743,                 1.0186,                 1.2644,                0.65231,                 0.5739,                0.61377,                0.29366,                 1.8662,                 1.3845,                  1.581,             0.00027237,             0.00027237,             0.00027237
                     81,                 1.3802,                 1.0304,                 1.2648,                0.62858,                0.60461,                0.62416,                0.30401,                 1.8571,                 1.3486,                 1.5724,                0.00026,                0.00026,                0.00026
                     82,                 1.3616,                  1.019,                 1.2558,                0.65963,                0.58524,                0.62678,                 0.2972,                 1.8629,                 1.3606,                 1.5781,             0.00024762,             0.00024762,             0.00024762
                     83,                 1.3634,                   1.01,                 1.2558,                0.67374,                0.59796,                0.64139,                0.29839,                 1.8547,                 1.3618,                 1.5688,             0.00023525,             0.00023525,             0.00023525
                     84,                 1.3513,                 0.9957,                 1.2465,                0.67065,                0.59481,                0.64168,                0.29955,                 1.8721,                 1.3505,                  1.584,             0.00022288,             0.00022288,             0.00022288
                     85,                 1.3394,                  0.994,                 1.2475,                0.68636,                0.59683,                0.63633,                0.29872,                 1.8743,                 1.3411,                 1.5855,              0.0002105,              0.0002105,              0.0002105
                     86,                 1.3352,                0.97677,                 1.2344,                0.64935,                0.63323,                0.64846,                0.30448,                 1.8576,                 1.3383,                 1.5752,             0.00019813,             0.00019813,             0.00019813
                     87,                 1.3322,                0.97882,                  1.236,                0.65441,                0.61145,                0.63781,                0.30037,                 1.8682,                 1.3363,                 1.5858,             0.00018575,             0.00018575,             0.00018575
                     88,                 1.3186,                0.97799,                 1.2299,                0.68429,                0.59594,                0.63903,                0.30388,                 1.8718,                 1.3272,                 1.5933,             0.00017338,             0.00017338,             0.00017338
                     89,                 1.3068,                0.95848,                 1.2243,                0.66838,                0.60128,                0.63414,                0.30022,                 1.8692,                 1.3242,                 1.5904,               0.000161,               0.000161,               0.000161
                     90,                 1.3085,                0.95273,                 1.2222,                0.63059,                0.61117,                0.63319,                0.30078,                 1.8764,                 1.3349,                 1.5929,             0.00014862,             0.00014862,             0.00014862
