                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.4659,                 5.3793,                 2.1771,                0.22368,                0.17749,                 0.1186,                0.04016,                 2.3435,                 2.7789,                 2.0342,             0.00041635,             0.00041635,             0.00041635
                      2,                 2.2484,                 3.0343,                 1.9731,                0.25767,                0.22619,                 0.1745,                0.06494,                 2.2014,                 2.6271,                 1.9525,             0.00082477,             0.00082477,             0.00082477
                      3,                  2.194,                 2.6505,                 1.9019,                0.50908,                 0.2348,                0.21762,                0.08504,                 2.1911,                 2.3569,                 1.9047,              0.0012249,              0.0012249,              0.0012249
                      4,                 2.1398,                 2.4985,                 1.8827,                0.56688,                0.23729,                0.23847,                0.09221,                 2.0516,                 2.3012,                 1.8278,              0.0012129,              0.0012129,              0.0012129
                      5,                 2.0906,                 2.3806,                 1.8349,                0.36369,                0.32539,                0.30385,                0.12905,                 2.0246,                 2.1362,                 1.7754,              0.0012005,              0.0012005,              0.0012005
                      6,                 2.0407,                 2.2723,                 1.7922,                0.32508,                0.32397,                0.27812,                0.11379,                 2.0325,                 2.1404,                 1.7576,              0.0011881,              0.0011881,              0.0011881
                      7,                  1.996,                 2.2151,                   1.76,                0.33439,                0.36012,                 0.3117,                0.13136,                 1.9677,                 2.0293,                 1.7133,              0.0011757,              0.0011757,              0.0011757
                      8,                 1.9931,                  2.154,                 1.7461,                0.64196,                 0.2977,                0.34244,                0.14574,                 1.9357,                 1.9656,                 1.6916,              0.0011634,              0.0011634,              0.0011634
                      9,                 1.9675,                 2.1297,                 1.7329,                0.39071,                0.41109,                 0.3432,                0.14881,                 1.9591,                 1.9936,                 1.7071,               0.001151,               0.001151,               0.001151
                     10,                 1.9421,                 2.0558,                  1.711,                 0.5075,                0.32669,                0.36763,                0.16447,                 1.9182,                 1.9183,                 1.6728,              0.0011386,              0.0011386,              0.0011386
