                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.2042,                 4.8336,                 1.8846,                0.21923,                0.35047,                0.19298,                0.07164,                 2.1641,                 2.9775,                 1.9063,             0.00041635,             0.00041635,             0.00041635
                      2,                 2.1387,                 2.7982,                 1.8565,                0.31725,                0.29589,                0.24418,                0.09683,                 2.1102,                 2.2875,                 1.8991,             0.00082477,             0.00082477,             0.00082477
                      3,                 2.1103,                 2.4811,                 1.8315,                0.32485,                0.30475,                0.24699,                 0.1048,                 2.0529,                 2.2281,                 1.8533,              0.0012249,              0.0012249,              0.0012249
                      4,                 2.0542,                 2.3533,                 1.8117,                0.53328,                0.30044,                0.28926,                0.12286,                  1.979,                 2.1424,                 1.7623,              0.0012129,              0.0012129,              0.0012129
                      5,                 2.0335,                 2.2654,                 1.7799,                 0.3188,                0.33793,                0.31999,                0.14227,                 1.9419,                 2.0322,                 1.7178,              0.0012005,              0.0012005,              0.0012005
                      6,                 1.9805,                  2.167,                 1.7477,                0.37559,                0.40676,                0.34285,                0.15126,                 1.9225,                 1.9583,                 1.6938,              0.0011881,              0.0011881,              0.0011881
                      7,                 1.9504,                 2.1038,                 1.7215,                0.40629,                0.36969,                0.34682,                0.15509,                 1.8648,                 1.9259,                 1.6505,              0.0011757,              0.0011757,              0.0011757
                      8,                 1.9231,                 2.0458,                 1.6958,                0.40009,                 0.4227,                0.39822,                0.17179,                 1.8894,                 1.9527,                 1.6657,              0.0011634,              0.0011634,              0.0011634
                      9,                 1.8922,                 1.9863,                 1.6842,                0.41859,                0.39173,                0.39766,                0.17458,                 1.8717,                 1.8431,                 1.6797,               0.001151,               0.001151,               0.001151
                     10,                 1.8818,                 1.9388,                 1.6721,                 0.4437,                0.42472,                0.42349,                0.18502,                 1.9013,                 1.7967,                 1.6729,              0.0011386,              0.0011386,              0.0011386
