                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     55,                 1.5244,                 1.2157,                 1.3311,                0.58419,                0.59212,                0.59488,                0.28018,                 1.7663,                 1.3839,                 1.4879,             0.00058175,             0.00058175,             0.00058175
                     56,                 1.5143,                 1.1794,                  1.324,                0.59511,                0.58736,                0.58602,                0.28466,                 1.7757,                 1.3842,                 1.4885,             0.00056938,             0.00056938,             0.00056938
                     57,                 1.5064,                 1.1825,                 1.3099,                0.56524,                0.57247,                0.58962,                0.28339,                 1.7872,                 1.3969,                 1.4954,               0.000557,               0.000557,               0.000557
                     58,                 1.5012,                 1.1804,                 1.3059,                0.57509,                0.60009,                0.59337,                 0.2797,                 1.7991,                 1.3846,                 1.5098,             0.00054463,             0.00054463,             0.00054463
                     59,                 1.5081,                 1.1794,                 1.3125,                0.65946,                0.54756,                0.60449,                0.28351,                 1.7961,                 1.3831,                 1.5012,             0.00053225,             0.00053225,             0.00053225
                     60,                 1.4982,                 1.1773,                 1.3074,                0.56385,                0.58769,                0.60108,                0.28824,                  1.819,                 1.3618,                 1.5131,             0.00051988,             0.00051988,             0.00051988
                     61,                 1.4894,                 1.1603,                 1.3145,                0.62356,                0.56415,                0.60614,                0.28544,                 1.7987,                 1.3761,                 1.5065,              0.0005075,              0.0005075,              0.0005075
                     62,                 1.4738,                 1.1354,                 1.2968,                0.58533,                0.60939,                0.60512,                 0.2908,                 1.7828,                  1.383,                 1.4928,             0.00049513,             0.00049513,             0.00049513
                     63,                 1.4607,                 1.1247,                 1.2922,                0.63986,                0.56636,                0.60009,                0.27808,                 1.8005,                 1.3937,                 1.5026,             0.00048275,             0.00048275,             0.00048275
                     64,                 1.4666,                 1.1281,                 1.2867,                0.61808,                0.58097,                0.60131,                0.28484,                 1.8028,                 1.3735,                 1.5163,             0.00047038,             0.00047038,             0.00047038
                     65,                 1.4394,                 1.0866,                 1.2783,                0.63874,                0.56667,                0.60008,                0.28781,                 1.8307,                 1.3694,                 1.5355,               0.000458,               0.000458,               0.000458
                     66,                 1.4491,                  1.097,                 1.2736,                0.62734,                0.59152,                 0.6137,                0.28771,                 1.7995,                 1.3866,                 1.4996,             0.00044563,             0.00044563,             0.00044563
                     67,                 1.4405,                 1.1002,                 1.2703,                0.61465,                0.60229,                0.63419,                0.30361,                 1.7773,                 1.3598,                 1.4875,             0.00043325,             0.00043325,             0.00043325
                     68,                 1.4361,                 1.0814,                 1.2678,                0.63067,                0.59361,                0.62088,                0.29627,                 1.8063,                 1.3561,                 1.5048,             0.00042087,             0.00042087,             0.00042087
                     69,                 1.4333,                 1.0724,                 1.2686,                0.61806,                0.57672,                0.61031,                0.29397,                 1.7985,                 1.3315,                 1.4989,              0.0004085,              0.0004085,              0.0004085
                     70,                 1.4315,                 1.0624,                 1.2643,                0.62959,                0.59506,                0.62334,                0.30401,                 1.7671,                 1.2915,                 1.4904,             0.00039613,             0.00039613,             0.00039613
                     71,                  1.391,                 1.0313,                 1.2452,                0.63085,                0.60549,                0.61949,                0.29543,                 1.7908,                 1.3326,                 1.4961,             0.00038375,             0.00038375,             0.00038375
                     72,                 1.4054,                  1.038,                  1.244,                 0.6062,                0.63244,                0.62597,                0.30534,                 1.7833,                 1.3223,                 1.5069,             0.00037138,             0.00037138,             0.00037138
                     73,                 1.3961,                 1.0249,                 1.2392,                0.64541,                0.58128,                0.62685,                0.30295,                 1.7927,                 1.3138,                 1.5047,               0.000359,               0.000359,               0.000359
                     74,                  1.396,                 1.0242,                 1.2437,                0.64883,                0.61314,                0.63608,                0.29848,                 1.7958,                 1.3167,                 1.5111,             0.00034663,             0.00034663,             0.00034663
                     75,                 1.3885,                 1.0126,                 1.2374,                0.65949,                0.59223,                0.61714,                0.30192,                 1.7756,                 1.3326,                 1.4843,             0.00033425,             0.00033425,             0.00033425
                     76,                 1.3672,                0.98257,                 1.2207,                0.62145,                0.60342,                 0.6223,                0.29716,                 1.8148,                 1.3234,                 1.5126,             0.00032188,             0.00032188,             0.00032188
                     77,                 1.3809,                 1.0039,                 1.2283,                0.70092,                0.58058,                0.63747,                0.31009,                  1.796,                 1.3259,                 1.5185,              0.0003095,              0.0003095,              0.0003095
                     78,                 1.3662,                0.98532,                 1.2118,                0.63806,                0.61775,                0.63512,                0.30322,                  1.789,                  1.332,                  1.496,             0.00029713,             0.00029713,             0.00029713
                     79,                  1.373,                0.98646,                 1.2298,                0.67167,                 0.6028,                0.62959,                0.30116,                 1.8071,                 1.3203,                 1.5025,             0.00028475,             0.00028475,             0.00028475
                     80,                 1.3699,                0.98178,                 1.2151,                0.61481,                0.64557,                0.64082,                0.30296,                  1.782,                 1.3252,                 1.4842,             0.00027237,             0.00027237,             0.00027237
                     81,                 1.3451,                0.96572,                 1.2125,                0.64458,                0.61156,                0.63584,                0.30298,                 1.8101,                  1.308,                   1.52,                0.00026,                0.00026,                0.00026
                     82,                 1.3344,                0.94724,                 1.2006,                0.63835,                0.60437,                 0.6332,                0.31034,                 1.7891,                 1.3026,                 1.5077,             0.00024762,             0.00024762,             0.00024762
                     83,                 1.3398,                0.94619,                 1.2084,                0.65189,                0.63713,                0.64888,                0.31193,                 1.8082,                 1.2887,                 1.5142,             0.00023525,             0.00023525,             0.00023525
                     84,                 1.3187,                0.93125,                 1.1952,                0.67852,                0.60082,                0.64674,                0.31097,                 1.7949,                 1.2864,                 1.5095,             0.00022288,             0.00022288,             0.00022288
                     85,                 1.3185,                 0.9254,                 1.1904,                0.62916,                0.62634,                0.63516,                0.30776,                 1.8125,                 1.3062,                 1.5199,              0.0002105,              0.0002105,              0.0002105
                     86,                 1.3116,                0.93392,                 1.1918,                 0.6999,                0.57822,                0.63475,                0.30769,                 1.8035,                 1.2988,                 1.5025,             0.00019813,             0.00019813,             0.00019813
                     87,                 1.3069,                0.93329,                 1.1923,                0.61512,                0.63757,                0.64568,                0.31569,                 1.7799,                 1.2741,                 1.4922,             0.00018575,             0.00018575,             0.00018575
                     88,                 1.2953,                0.90809,                 1.1867,                0.62314,                0.62626,                0.64622,                0.31388,                 1.7872,                 1.2973,                 1.4985,             0.00017338,             0.00017338,             0.00017338
                     89,                 1.2909,                0.91584,                  1.185,                0.61379,                0.63709,                 0.6351,                0.30369,                 1.7948,                 1.3169,                 1.4999,               0.000161,               0.000161,               0.000161
                     90,                  1.302,                0.90625,                 1.1864,                0.62815,                0.64301,                0.65346,                0.31265,                 1.7999,                 1.2999,                 1.5038,             0.00014862,             0.00014862,             0.00014862
                     91,                 1.2728,                0.82885,                 1.1743,                0.63708,                0.60843,                0.63851,                0.29919,                 1.8349,                 1.3398,                 1.5273,             0.00013625,             0.00013625,             0.00013625
                     92,                 1.2475,                0.79663,                 1.1577,                0.60253,                 0.6557,                0.65084,                 0.3073,                 1.8175,                 1.3166,                 1.5183,             0.00012387,             0.00012387,             0.00012387
                     93,                 1.2303,                0.78857,                 1.1599,                0.60989,                0.62485,                 0.6332,                0.30272,                 1.8151,                 1.3367,                 1.5173,              0.0001115,              0.0001115,              0.0001115
                     94,                 1.2189,                0.77833,                 1.1513,                0.66602,                0.59524,                0.64397,                0.30567,                 1.8139,                 1.3229,                 1.5198,             9.9125e-05,             9.9125e-05,             9.9125e-05
                     95,                 1.2081,                0.76598,                 1.1472,                0.64447,                0.61686,                0.64759,                0.30777,                 1.8153,                 1.3013,                  1.524,              8.675e-05,              8.675e-05,              8.675e-05
                     96,                 1.1885,                0.74328,                 1.1379,                0.63152,                0.61515,                0.64046,                0.30675,                 1.8226,                 1.3307,                 1.5254,             7.4375e-05,             7.4375e-05,             7.4375e-05
                     97,                 1.1994,                0.74717,                 1.1381,                0.62168,                 0.6247,                0.64636,                0.31156,                 1.8134,                 1.3164,                 1.5181,                6.2e-05,                6.2e-05,                6.2e-05
                     98,                 1.1756,                0.73049,                 1.1317,                0.63753,                0.61036,                0.64189,                 0.3138,                 1.8063,                 1.3067,                 1.5125,             4.9625e-05,             4.9625e-05,             4.9625e-05
                     99,                 1.1765,                0.72976,                 1.1242,                0.60016,                0.64789,                0.63571,                0.31153,                 1.8169,                 1.3143,                 1.5269,              3.725e-05,              3.725e-05,              3.725e-05
                    100,                 1.1759,                0.73143,                 1.1242,                0.61756,                0.63371,                 0.6397,                 0.3113,                 1.8168,                 1.3171,                 1.5274,             2.4875e-05,             2.4875e-05,             2.4875e-05
